Indicator Type,County,Value
Heart_Disease_Deaths,51169,331.50
Heart_Disease_Deaths,51171,182.60
Heart_Disease_Deaths,51171,245.50
Heart_Disease_Deaths,51173,301.00
Heart_Disease_Deaths,51173,385.70
Heart_Disease_Deaths,51175,237.30
Heart_Disease_Deaths,51175,270.30
Heart_Disease_Deaths,51177,165.50
Heart_Disease_Deaths,51177,119.10
Heart_Disease_Deaths,51179,175.40
Heart_Disease_Deaths,51179,90.60
Heart_Disease_Deaths,51181,162.40
Heart_Disease_Deaths,51181,186.60
Heart_Disease_Deaths,51183,234.10
Heart_Disease_Deaths,51183,259.30
Heart_Disease_Deaths,51185,316.00
Heart_Disease_Deaths,51185,384.20
Heart_Disease_Deaths,51187,214.90
Heart_Disease_Deaths,51187,209.30
Heart_Disease_Deaths,51191,250.70
Heart_Disease_Deaths,51191,300.40
Heart_Disease_Deaths,51193,212.30
Heart_Disease_Deaths,51193,291.70
Heart_Disease_Deaths,51195,279.10
Heart_Disease_Deaths,51195,293.60
Heart_Disease_Deaths,51197,214.70
Heart_Disease_Deaths,51197,268.10
Heart_Disease_Deaths,51199,158.50
Heart_Disease_Deaths,51199,123.40
Heart_Disease_Deaths,51510,158.20
Heart_Disease_Deaths,51510,135.00
Heart_Disease_Deaths,51515,238.80
Heart_Disease_Deaths,51515,444.10
Heart_Disease_Deaths,51520,213.60
Heart_Disease_Deaths,51520,314.10
Heart_Disease_Deaths,51530,258.60
Heart_Disease_Deaths,51530,310.40
Heart_Disease_Deaths,51540,206.90
Heart_Disease_Deaths,51540,169.70
Heart_Disease_Deaths,51550,208.30
Heart_Disease_Deaths,51550,158.90
Heart_Disease_Deaths,51570,188.70
Heart_Disease_Deaths,51570,290.50
Heart_Disease_Deaths,51580,294.00
Heart_Disease_Deaths,51580,429.20
Heart_Disease_Deaths,51590,303.80
Heart_Disease_Deaths,51590,473.60
Heart_Disease_Deaths,51595,336.30
Heart_Disease_Deaths,51595,482.10
Heart_Disease_Deaths,51600,178.30
Heart_Disease_Deaths,51600,206.10
Heart_Disease_Deaths,51610,115.90
Heart_Disease_Deaths,51610,128.60
Heart_Disease_Deaths,51620,301.90
Heart_Disease_Deaths,51620,432.40
Heart_Disease_Deaths,51630,193.20
Heart_Disease_Deaths,51630,173.40
Heart_Disease_Deaths,51640,243.30
Heart_Disease_Deaths,51640,385.30
Heart_Disease_Deaths,51650,228.60
Heart_Disease_Deaths,51650,201.80
Heart_Disease_Deaths,51660,156.90
Heart_Disease_Deaths,51660,119.70
Heart_Disease_Deaths,51670,268.40
Heart_Disease_Deaths,51670,304.80
Heart_Disease_Deaths,51678,168.40
Heart_Disease_Deaths,51678,225.40
Heart_Disease_Deaths,51680,210.90
Heart_Disease_Deaths,51680,268.40
Heart_Disease_Deaths,51683,194.50
Heart_Disease_Deaths,51683,108.10
Heart_Disease_Deaths,51685,171.80
Heart_Disease_Deaths,51685,64.20
Heart_Disease_Deaths,51690,321.10
Heart_Disease_Deaths,51690,512.50
Heart_Disease_Deaths,51700,221.90
Heart_Disease_Deaths,51700,188.20
Heart_Disease_Deaths,51710,246.30
Heart_Disease_Deaths,51710,202.10
Heart_Disease_Deaths,51720,253.00
Heart_Disease_Deaths,51720,302.60
Heart_Disease_Deaths,51730,294.10
Heart_Disease_Deaths,51730,349.00
Heart_Disease_Deaths,51735,171.60
Heart_Disease_Deaths,51735,177.10
Heart_Disease_Deaths,51740,238.00
Heart_Disease_Deaths,51740,254.90
Heart_Disease_Deaths,51750,256.90
Heart_Disease_Deaths,51750,173.80
Heart_Disease_Deaths,51760,232.90
Heart_Disease_Deaths,51760,230.10
Heart_Disease_Deaths,51770,280.70
Heart_Disease_Deaths,51770,357.40
Heart_Disease_Deaths,51775,225.50
Heart_Disease_Deaths,51775,298.20
Heart_Disease_Deaths,51790,206.10
Heart_Disease_Deaths,51790,314.50
Heart_Disease_Deaths,51800,232.50
Heart_Disease_Deaths,51800,203.30
Heart_Disease_Deaths,51810,172.30
Heart_Disease_Deaths,51810,134.80
Heart_Disease_Deaths,51820,206.50
Heart_Disease_Deaths,51820,278.90
Heart_Disease_Deaths,51830,203.50
Heart_Disease_Deaths,51830,185.40
Heart_Disease_Deaths,51840,203.60
Heart_Disease_Deaths,51840,230.90
Heart_Disease_Deaths,51001,238.90
Heart_Disease_Deaths,51001,324.00
Heart_Disease_Deaths,51003,129.30
Heart_Disease_Deaths,51003,146.20
Heart_Disease_Deaths,51005,330.90
Heart_Disease_Deaths,51005,470.70
Heart_Disease_Deaths,51007,224.60
Heart_Disease_Deaths,51007,249.60
Heart_Disease_Deaths,51009,173.60
Heart_Disease_Deaths,51009,207.60
Heart_Disease_Deaths,51011,206.70
Heart_Disease_Deaths,51011,262.50
Heart_Disease_Deaths,51013,124.20
Heart_Disease_Deaths,51013,103.60
Heart_Disease_Deaths,51015,176.40
Heart_Disease_Deaths,51015,197.30
Heart_Disease_Deaths,51017,230.20
Heart_Disease_Deaths,51017,325.60
Heart_Disease_Deaths,51019,189.80
Heart_Disease_Deaths,51019,199.20
Heart_Disease_Deaths,51021,226.90
Heart_Disease_Deaths,51021,280.30
Heart_Disease_Deaths,51023,240.20
Heart_Disease_Deaths,51023,258.80
Heart_Disease_Deaths,51025,278.90
Heart_Disease_Deaths,51025,313.30
Heart_Disease_Deaths,51027,307.70
Heart_Disease_Deaths,51027,329.50
Heart_Disease_Deaths,51029,255.60
Heart_Disease_Deaths,51029,263.50
Heart_Disease_Deaths,51031,202.10
Heart_Disease_Deaths,51031,226.00
Heart_Disease_Deaths,51033,206.30
Heart_Disease_Deaths,51033,198.00
Heart_Disease_Deaths,51035,196.20
Heart_Disease_Deaths,51035,269.20
Heart_Disease_Deaths,51036,177.30
Heart_Disease_Deaths,51036,181.10
Heart_Disease_Deaths,51037,221.60
Heart_Disease_Deaths,51037,307.40
Heart_Disease_Deaths,51041,164.80
Heart_Disease_Deaths,51041,126.30
Heart_Disease_Deaths,51043,185.60
Heart_Disease_Deaths,51043,226.20
Heart_Disease_Deaths,51045,267.00
Heart_Disease_Deaths,51045,302.50
Heart_Disease_Deaths,51047,212.70
Heart_Disease_Deaths,51047,185.80
Heart_Disease_Deaths,51049,194.80
Heart_Disease_Deaths,51049,215.70
Heart_Disease_Deaths,51051,255.50
Heart_Disease_Deaths,51051,293.70
Heart_Disease_Deaths,51053,216.70
Heart_Disease_Deaths,51053,207.70
Heart_Disease_Deaths,51057,210.40
Heart_Disease_Deaths,51057,285.40
Heart_Disease_Deaths,51059,119.60
Heart_Disease_Deaths,51059,91.50
Heart_Disease_Deaths,51061,172.60
Heart_Disease_Deaths,51061,160.00
Heart_Disease_Deaths,51063,173.40
Heart_Disease_Deaths,51063,226.00
Heart_Disease_Deaths,51065,172.40
Heart_Disease_Deaths,51065,172.80
Heart_Disease_Deaths,51067,209.70
Heart_Disease_Deaths,51067,245.70
Heart_Disease_Deaths,51069,154.00
Heart_Disease_Deaths,51069,138.00
Heart_Disease_Deaths,51071,259.20
Heart_Disease_Deaths,51071,328.40
Heart_Disease_Deaths,51073,229.10
Heart_Disease_Deaths,51073,243.30
Heart_Disease_Deaths,51075,135.80
Heart_Disease_Deaths,51075,144.40
Heart_Disease_Deaths,51077,208.00
Heart_Disease_Deaths,51077,301.50
Heart_Disease_Deaths,51079,138.70
Heart_Disease_Deaths,51079,126.60
Heart_Disease_Deaths,51081,268.00
Heart_Disease_Deaths,51081,228.00
Heart_Disease_Deaths,51083,222.80
Heart_Disease_Deaths,51083,319.10
Heart_Disease_Deaths,51085,161.10
Heart_Disease_Deaths,51085,158.00
Heart_Disease_Deaths,51087,165.90
Heart_Disease_Deaths,51087,176.80
Heart_Disease_Deaths,51089,268.60
Heart_Disease_Deaths,51089,357.60
Heart_Disease_Deaths,51091,
Heart_Disease_Deaths,51091,
Heart_Disease_Deaths,51093,209.60
Heart_Disease_Deaths,51093,213.10
Heart_Disease_Deaths,51095,127.70
Heart_Disease_Deaths,51095,185.60
Heart_Disease_Deaths,51097,210.30
Heart_Disease_Deaths,51097,288.80
Heart_Disease_Deaths,51099,173.10
Heart_Disease_Deaths,51099,134.40
Heart_Disease_Deaths,51101,183.50
Heart_Disease_Deaths,51101,168.20
Heart_Disease_Deaths,51103,180.40
Heart_Disease_Deaths,51103,416.10
Heart_Disease_Deaths,51105,299.60
Heart_Disease_Deaths,51105,339.40
Heart_Disease_Deaths,51107,135.80
Heart_Disease_Deaths,51107,66.70
Heart_Disease_Deaths,51109,176.20
Heart_Disease_Deaths,51109,176.60
Heart_Disease_Deaths,51111,293.20
Heart_Disease_Deaths,51111,363.80
Heart_Disease_Deaths,51113,157.50
Heart_Disease_Deaths,51113,194.70
Heart_Disease_Deaths,51115,213.30
Heart_Disease_Deaths,51115,354.80
Heart_Disease_Deaths,51117,262.30
Heart_Disease_Deaths,51117,376.10
Heart_Disease_Deaths,51119,153.50
Heart_Disease_Deaths,51119,253.90
Heart_Disease_Deaths,51121,180.20
Heart_Disease_Deaths,51121,137.80
Heart_Disease_Deaths,51125,178.10
Heart_Disease_Deaths,51125,240.80
Heart_Disease_Deaths,51127,162.40
Heart_Disease_Deaths,51127,129.70
Heart_Disease_Deaths,51131,252.00
Heart_Disease_Deaths,51131,402.50
Heart_Disease_Deaths,51133,174.10
Heart_Disease_Deaths,51133,312.90
Heart_Disease_Deaths,51135,296.90
Heart_Disease_Deaths,51135,409.60
Heart_Disease_Deaths,51137,149.10
Heart_Disease_Deaths,51137,182.90
Heart_Disease_Deaths,51139,238.10
Heart_Disease_Deaths,51139,288.40
Heart_Disease_Deaths,51141,235.80
Heart_Disease_Deaths,51141,343.50
Heart_Disease_Deaths,51143,216.80
Heart_Disease_Deaths,51143,260.50
Heart_Disease_Deaths,51145,180.60
Heart_Disease_Deaths,51145,136.60
Heart_Disease_Deaths,51147,226.60
Heart_Disease_Deaths,51147,264.30
Heart_Disease_Deaths,51149,168.20
Heart_Disease_Deaths,51149,115.30
Heart_Disease_Deaths,51153,162.90
Heart_Disease_Deaths,51153,79.90
Heart_Disease_Deaths,51155,258.40
Heart_Disease_Deaths,51155,329.50
Heart_Disease_Deaths,51157,159.30
Heart_Disease_Deaths,51157,198.50
Heart_Disease_Deaths,51159,169.20
Heart_Disease_Deaths,51159,259.40
Heart_Disease_Deaths,51161,209.70
Heart_Disease_Deaths,51161,276.60
Heart_Disease_Deaths,51163,178.90
Heart_Disease_Deaths,51163,252.50
Heart_Disease_Deaths,51165,151.40
Heart_Disease_Deaths,51165,181.70
Heart_Disease_Deaths,51167,314.40
Heart_Disease_Deaths,51167,360.20
Heart_Disease_Deaths,51169,248.70
Heart_Disease_Deaths,51169,340.90
Heart_Disease_Deaths,51171,178.00
Heart_Disease_Deaths,51171,241.20
Heart_Disease_Deaths,51173,293.60
Heart_Disease_Deaths,51173,377.60
Heart_Disease_Deaths,51175,216.50
Heart_Disease_Deaths,51175,249.50
Heart_Disease_Deaths,51177,153.60
Heart_Disease_Deaths,51177,113.70
Heart_Disease_Deaths,51179,161.10
Heart_Disease_Deaths,51179,85.90
Heart_Disease_Deaths,51181,174.60
Heart_Disease_Deaths,51181,203.80
Heart_Disease_Deaths,51183,229.90
Heart_Disease_Deaths,51183,256.80
Heart_Disease_Deaths,51185,314.60
Heart_Disease_Deaths,51185,392.10
Heart_Disease_Deaths,51187,219.20
Heart_Disease_Deaths,51187,214.90
Heart_Disease_Deaths,51191,235.50
Heart_Disease_Deaths,51191,283.90
Heart_Disease_Deaths,51193,226.50
Heart_Disease_Deaths,51193,308.20
Heart_Disease_Deaths,51195,254.80
Heart_Disease_Deaths,51195,272.20
Heart_Disease_Deaths,51197,213.60
Heart_Disease_Deaths,51197,269.10
Heart_Disease_Deaths,51199,150.70
Heart_Disease_Deaths,51199,120.90
Heart_Disease_Deaths,51510,158.80
Heart_Disease_Deaths,51510,136.20
Heart_Disease_Deaths,51515,271.40
Heart_Disease_Deaths,51515,487.40
Heart_Disease_Deaths,51520,193.60
Heart_Disease_Deaths,51520,281.90
Heart_Disease_Deaths,51530,276.20
Heart_Disease_Deaths,51530,315.60
Heart_Disease_Deaths,51540,209.20
Heart_Disease_Deaths,51540,169.20
Heart_Disease_Deaths,51550,203.90
Heart_Disease_Deaths,51550,160.00
Heart_Disease_Deaths,51570,172.60
Heart_Disease_Deaths,51570,270.70
Heart_Disease_Deaths,51580,282.40
Heart_Disease_Deaths,51580,404.90
Heart_Disease_Deaths,51590,291.10
Heart_Disease_Deaths,51590,461.10
Heart_Disease_Deaths,51595,322.40
Heart_Disease_Deaths,51595,450.60
Heart_Disease_Deaths,51600,152.20
Heart_Disease_Deaths,51600,174.80
Heart_Disease_Deaths,51610,85.10
Heart_Disease_Deaths,51610,99.90
Heart_Disease_Deaths,51620,293.60
Heart_Disease_Deaths,51620,413.40
Heart_Disease_Deaths,51630,189.50
Heart_Disease_Deaths,51630,169.00
Heart_Disease_Deaths,51640,238.80
Heart_Disease_Deaths,51640,372.90
Heart_Disease_Deaths,51650,215.40
Heart_Disease_Deaths,51650,193.80
Heart_Disease_Deaths,51660,146.60
Heart_Disease_Deaths,51660,111.70
Heart_Disease_Deaths,51670,256.30
Heart_Disease_Deaths,51670,290.70
Heart_Disease_Deaths,51678,152.60
Heart_Disease_Deaths,51678,205.80
Heart_Disease_Deaths,51680,207.90
Heart_Disease_Deaths,51680,259.90
Heart_Disease_Deaths,51683,175.90
Heart_Disease_Deaths,51683,101.50
Heart_Disease_Deaths,51685,150.90
Heart_Disease_Deaths,51685,58.00
Heart_Disease_Deaths,51690,342.70
Heart_Disease_Deaths,51690,538.20
Heart_Disease_Deaths,51700,210.10
Heart_Disease_Deaths,51700,182.10
Heart_Disease_Deaths,51710,240.90
Heart_Disease_Deaths,51710,198.20
Heart_Disease_Deaths,51720,149.10
Heart_Disease_Deaths,51720,173.10
Heart_Disease_Deaths,51730,255.50
Heart_Disease_Deaths,51730,301.60
Heart_Disease_Deaths,51735,158.50
Heart_Disease_Deaths,51735,165.70
Heart_Disease_Deaths,51740,235.30
Heart_Disease_Deaths,51740,253.00
Heart_Disease_Deaths,51750,264.10
Heart_Disease_Deaths,51750,176.20
Heart_Disease_Deaths,51760,219.80
Heart_Disease_Deaths,51760,217.40
Heart_Disease_Deaths,51770,278.90
Heart_Disease_Deaths,51770,355.10
Heart_Disease_Deaths,51775,196.60
Heart_Disease_Deaths,51775,266.10
Heart_Disease_Deaths,51790,209.40
Heart_Disease_Deaths,51790,327.30
Heart_Disease_Deaths,51800,228.80
Heart_Disease_Deaths,51800,203.50
Heart_Disease_Deaths,51810,166.40
Heart_Disease_Deaths,51810,134.70
Heart_Disease_Deaths,51820,202.70
Heart_Disease_Deaths,51820,277.30
Heart_Disease_Deaths,51830,177.70
Heart_Disease_Deaths,51830,165.60
Heart_Disease_Deaths,51840,203.60
Heart_Disease_Deaths,51840,232.40
Heart_Disease_Deaths,51001,291.40
Heart_Disease_Deaths,51003,121.50
Heart_Disease_Deaths,51005,432.80
Heart_Disease_Deaths,51007,238.80
Heart_Disease_Deaths,51009,187.60
Heart_Disease_Deaths,51011,250.10
Heart_Disease_Deaths,51013,94.80
Heart_Disease_Deaths,51015,178.10
Heart_Disease_Deaths,51017,
Heart_Disease_Deaths,51019,192.30
Heart_Disease_Deaths,51021,
Heart_Disease_Deaths,51023,264.00
Heart_Disease_Deaths,51025,320.40
Heart_Disease_Deaths,51027,336.50
Heart_Disease_Deaths,51029,285.40
Heart_Disease_Deaths,51031,230.50
Heart_Disease_Deaths,51033,174.90
Heart_Disease_Deaths,51035,246.10
Heart_Disease_Deaths,51036,
Heart_Disease_Deaths,51037,260.80
Heart_Disease_Deaths,51041,116.20
Heart_Disease_Deaths,51043,220.00
Heart_Disease_Deaths,51045,
Heart_Disease_Deaths,51047,191.10
Heart_Disease_Deaths,51049,
Heart_Disease_Deaths,51051,255.00
Heart_Disease_Deaths,51053,198.60
Heart_Disease_Deaths,51057,311.40
Heart_Disease_Deaths,51059,90.30
Heart_Disease_Deaths,51061,150.30
Heart_Disease_Deaths,51063,278.10
Heart_Disease_Deaths,51065,157.10
Heart_Disease_Deaths,51067,271.30
Heart_Disease_Deaths,51069,148.60
Heart_Disease_Deaths,51071,343.70
Heart_Disease_Deaths,51073,221.10
Heart_Disease_Deaths,51075,173.80
Heart_Disease_Deaths,51077,357.60
Heart_Disease_Deaths,51079,154.40
Heart_Disease_Deaths,51081,237.60
Heart_Disease_Deaths,51083,365.90
Heart_Disease_Deaths,51085,163.00
Heart_Disease_Deaths,51087,178.50
Heart_Disease_Deaths,51089,366.80
Heart_Disease_Deaths,51091,
Heart_Disease_Deaths,51093,223.10
Heart_Disease_Deaths,51095,198.60
Heart_Disease_Deaths,51097,
Heart_Disease_Deaths,51099,113.10
Heart_Disease_Deaths,51101,
Heart_Disease_Deaths,51103,540.00
Heart_Disease_Deaths,51105,337.70
Heart_Disease_Deaths,51107,67.00
Heart_Disease_Deaths,51109,184.80
Heart_Disease_Deaths,51111,402.00
Heart_Disease_Deaths,51113,
Heart_Disease_Deaths,51115,287.60
Heart_Disease_Deaths,51117,361.50
Heart_Disease_Deaths,51119,240.60
Heart_Disease_Deaths,51121,141.30
Heart_Disease_Deaths,51125,245.80
Heart_Disease_Deaths,51127,129.70
Heart_Disease_Deaths,51131,373.40
Heart_Disease_Deaths,51133,320.10
Heart_Disease_Deaths,51135,454.30
Heart_Disease_Deaths,51137,172.30
Heart_Disease_Deaths,51139,272.60
Heart_Disease_Deaths,51141,326.60
Heart_Disease_Deaths,51143,256.80
Heart_Disease_Deaths,51145,129.80
Heart_Disease_Deaths,51147,252.60
Heart_Disease_Deaths,51149,142.60
Heart_Disease_Deaths,51153,77.90
Heart_Disease_Deaths,51155,311.00
Heart_Disease_Deaths,51157,283.00
Heart_Disease_Deaths,51159,287.70
Heart_Disease_Deaths,51161,262.80
Heart_Disease_Deaths,51163,210.20
Heart_Disease_Deaths,51165,169.20
Heart_Disease_Deaths,51167,395.40
Heart_Disease_Deaths,51169,335.70
Heart_Disease_Deaths,51171,218.10
Heart_Disease_Deaths,51173,376.70
Heart_Disease_Deaths,51175,251.30
Heart_Disease_Deaths,51177,117.30
Heart_Disease_Deaths,51179,72.40
Heart_Disease_Deaths,51181,
Heart_Disease_Deaths,51183,253.80
Heart_Disease_Deaths,51185,435.40
Heart_Disease_Deaths,51187,246.90
Heart_Disease_Deaths,51191,310.20
Heart_Disease_Deaths,51193,323.60
Heart_Disease_Deaths,51195,277.20
Heart_Disease_Deaths,51197,264.40
Heart_Disease_Deaths,51199,137.00
Heart_Disease_Deaths,51510,130.10
Heart_Disease_Deaths,51515,520.30
Heart_Disease_Deaths,51520,277.90
Heart_Disease_Deaths,51530,375.20
Heart_Disease_Deaths,51540,173.30
Heart_Disease_Deaths,51550,152.40
Heart_Disease_Deaths,51570,253.10
Heart_Disease_Deaths,51580,400.60
Heart_Disease_Deaths,51590,429.60
Heart_Disease_Deaths,51595,395.20
Heart_Disease_Deaths,51600,162.80
Heart_Disease_Deaths,51610,
Heart_Disease_Deaths,51620,421.60
Heart_Disease_Deaths,51630,159.00
Heart_Disease_Deaths,51640,319.40
Heart_Disease_Deaths,51650,204.40
Heart_Disease_Deaths,51660,97.30
Heart_Disease_Deaths,51670,283.50
Heart_Disease_Deaths,51678,
Heart_Disease_Deaths,51680,240.50
Heart_Disease_Deaths,51683,103.30
Heart_Disease_Deaths,51685,
Heart_Disease_Deaths,51690,463.00
Heart_Disease_Deaths,51700,175.40
Heart_Disease_Deaths,51710,183.20
Heart_Disease_Deaths,51720,
Heart_Disease_Deaths,51730,256.80
Heart_Disease_Deaths,51735,198.30
Heart_Disease_Deaths,51740,251.60
Heart_Disease_Deaths,51750,226.90
Heart_Disease_Deaths,51760,205.20
Heart_Disease_Deaths,51770,372.60
Heart_Disease_Deaths,51775,218.90
Heart_Disease_Deaths,51790,342.50
Heart_Disease_Deaths,51800,187.60
Heart_Disease_Deaths,51810,132.70
Heart_Disease_Deaths,51820,267.70
Heart_Disease_Deaths,51830,150.40
Heart_Disease_Deaths,51840,219.20
Heart_Disease_Deaths,51001,251.60
Heart_Disease_Deaths,51001,336.20
Heart_Disease_Deaths,51003,134.30
Heart_Disease_Deaths,51003,149.20
Heart_Disease_Deaths,51005,351.80
Heart_Disease_Deaths,51005,496.90
Heart_Disease_Deaths,51007,237.20
Heart_Disease_Deaths,51007,264.50
Heart_Disease_Deaths,51009,188.80
Heart_Disease_Deaths,51009,219.30
Heart_Disease_Deaths,51011,217.30
Heart_Disease_Deaths,51011,273.20
Heart_Disease_Deaths,51013,135.80
Heart_Disease_Deaths,51013,113.70
Heart_Disease_Deaths,51015,181.50
Heart_Disease_Deaths,51015,200.70
Heart_Disease_Deaths,51017,234.10
Heart_Disease_Deaths,51017,320.80
Heart_Disease_Deaths,51019,191.90
Heart_Disease_Deaths,51019,200.40
Heart_Disease_Deaths,51021,252.90
Heart_Disease_Deaths,51021,306.70
Heart_Disease_Deaths,51023,240.90
Heart_Disease_Deaths,51023,248.10
Heart_Disease_Deaths,51025,306.90
Heart_Disease_Deaths,51025,344.30
Heart_Disease_Deaths,51027,331.80
Heart_Disease_Deaths,51027,341.30
Heart_Disease_Deaths,51029,272.60
Heart_Disease_Deaths,51029,288.20
Heart_Disease_Deaths,51031,195.60
Heart_Disease_Deaths,51031,214.10
Cancer_Deaths,51001,359.0
Cancer_Deaths,51003,173.8
Cancer_Deaths,51005,259.9
Cancer_Deaths,51007,227.5
Cancer_Deaths,51009,236.2
Cancer_Deaths,51011,196.7
Cancer_Deaths,51013,105.4
Cancer_Deaths,51015,239.5
Cancer_Deaths,51017,
Cancer_Deaths,51019,233.4
Cancer_Deaths,51021,
Cancer_Deaths,51023,227.3
Cancer_Deaths,51025,247.5
Cancer_Deaths,51027,203.4
Cancer_Deaths,51029,227.6
Cancer_Deaths,51031,202.8
Cancer_Deaths,51033,225.3
Cancer_Deaths,51035,317.9
Cancer_Deaths,51036,308.6
Cancer_Deaths,51037,284.4
Cancer_Deaths,51041,158.7
Cancer_Deaths,51043,292.7
Cancer_Deaths,51045,
Cancer_Deaths,51047,195.9
Cancer_Deaths,51049,254.0
Cancer_Deaths,51051,316.4
Cancer_Deaths,51053,236.5
Cancer_Deaths,51057,240.4
Cancer_Deaths,51059,107.6
Cancer_Deaths,51061,139.9
Cancer_Deaths,51063,238.3
Cancer_Deaths,51065,200.2
Cancer_Deaths,51067,207.7
Cancer_Deaths,51069,220.1
Cancer_Deaths,51071,277.7
Cancer_Deaths,51073,241.6
Cancer_Deaths,51075,226.6
Cancer_Deaths,51077,277.0
Cancer_Deaths,51079,170.2
Cancer_Deaths,51081,193.5
Cancer_Deaths,51083,259.9
Cancer_Deaths,51085,208.2
Cancer_Deaths,51087,188.0
Cancer_Deaths,51089,311.7
Cancer_Deaths,51091,
Cancer_Deaths,51093,249.6
Cancer_Deaths,51095,235.4
Cancer_Deaths,51097,
Cancer_Deaths,51099,188.6
Cancer_Deaths,51101,180.2
Cancer_Deaths,51103,457.5
Cancer_Deaths,51105,317.6
Cancer_Deaths,51107,82.6
Cancer_Deaths,51109,215.1
Cancer_Deaths,51111,263.4
Cancer_Deaths,51113,219.7
Cancer_Deaths,51115,292.2
Cancer_Deaths,51117,356.4
Cancer_Deaths,51119,353.1
Cancer_Deaths,51121,123.7
Cancer_Deaths,51125,277.2
Cancer_Deaths,51127,205.1
Cancer_Deaths,51131,412.4
Cancer_Deaths,51133,352.5
Cancer_Deaths,51135,253.6
Cancer_Deaths,51137,204.7
Cancer_Deaths,51139,264.5
Cancer_Deaths,51141,277.7
Cancer_Deaths,51143,238.7
Cancer_Deaths,51145,208.8
Cancer_Deaths,51147,219.3
Cancer_Deaths,51149,150.3
Cancer_Deaths,51153,95.5
Cancer_Deaths,51155,272.4
Cancer_Deaths,51157,267.5
Cancer_Deaths,51159,268.1
Cancer_Deaths,51161,219.2
Cancer_Deaths,51163,277.9
Cancer_Deaths,51165,202.0
Cancer_Deaths,51167,279.5
Cancer_Deaths,51169,273.9
Cancer_Deaths,51171,262.4
Cancer_Deaths,51173,259.1
Cancer_Deaths,51175,242.7
Cancer_Deaths,51177,136.6
Cancer_Deaths,51179,130.1
Cancer_Deaths,51181,
Cancer_Deaths,51183,287.9
Cancer_Deaths,51185,285.7
Cancer_Deaths,51187,217.1
Cancer_Deaths,51191,225.8
Cancer_Deaths,51193,266.9
Cancer_Deaths,51195,271.0
Cancer_Deaths,51197,272.6
Cancer_Deaths,51199,170.5
Cancer_Deaths,51510,116.2
Cancer_Deaths,51515,
Cancer_Deaths,51520,305.6
Cancer_Deaths,51530,344.3
Cancer_Deaths,51540,137.5
Cancer_Deaths,51550,170.9
Cancer_Deaths,51570,209.8
Cancer_Deaths,51580,
Cancer_Deaths,51590,326.3
Cancer_Deaths,51595,
Cancer_Deaths,51600,162.7
Cancer_Deaths,51610,148.1
Cancer_Deaths,51620,312.6
Cancer_Deaths,51630,135.1
Cancer_Deaths,51640,
Cancer_Deaths,51650,210.0
Cancer_Deaths,51660,73.9
Cancer_Deaths,51670,248.2
Cancer_Deaths,51678,
Cancer_Deaths,51680,221.8
Cancer_Deaths,51683,115.1
Cancer_Deaths,51685,
Cancer_Deaths,51690,327.2
Cancer_Deaths,51700,173.1
Cancer_Deaths,51710,156.0
Cancer_Deaths,51720,
Cancer_Deaths,51730,307.3
Cancer_Deaths,51735,181.8
Cancer_Deaths,51740,223.5
Cancer_Deaths,51750,
Cancer_Deaths,51760,184.5
Cancer_Deaths,51770,218.4
Cancer_Deaths,51775,201.6
Cancer_Deaths,51790,275.2
Cancer_Deaths,51800,208.8
Cancer_Deaths,51810,163.0
Cancer_Deaths,51820,263.4
Cancer_Deaths,51830,190.7
Cancer_Deaths,51840,205.8
Cancer_Deaths,51001,333.6
Cancer_Deaths,51001,226.5
Cancer_Deaths,51003,174.3
Cancer_Deaths,51003,141.6
Cancer_Deaths,51005,280.0
Cancer_Deaths,51005,171.8
Cancer_Deaths,51007,297.6
Cancer_Deaths,51007,228.0
Cancer_Deaths,51009,241.9
Cancer_Deaths,51009,173.6
Cancer_Deaths,51011,202.5
Cancer_Deaths,51011,150.4
Cancer_Deaths,51013,102.0
Cancer_Deaths,51013,132.5
Cancer_Deaths,51015,231.1
Cancer_Deaths,51015,171.6
Cancer_Deaths,51017,287.3
Cancer_Deaths,51017,166.0
Cancer_Deaths,51019,231.5
Cancer_Deaths,51019,177.8
Cancer_Deaths,51021,315.4
Cancer_Deaths,51021,235.1
Cancer_Deaths,51023,210.9
Cancer_Deaths,51023,151.5
Cancer_Deaths,51025,216.9
Cancer_Deaths,51025,156.7
Cancer_Deaths,51027,219.6
Cancer_Deaths,51027,163.7
Cancer_Deaths,51029,236.9
Cancer_Deaths,51029,189.5
Cancer_Deaths,51031,196.5
Cancer_Deaths,51031,149.1
Cancer_Deaths,51033,226.6
Cancer_Deaths,51033,198.4
Cancer_Deaths,51035,263.1
Cancer_Deaths,51035,171.1
Cancer_Deaths,51036,297.3
Cancer_Deaths,51036,198.9
Cancer_Deaths,51037,274.1
Cancer_Deaths,51037,186.3
Cancer_Deaths,51041,159.2
Cancer_Deaths,51041,163.4
Cancer_Deaths,51043,286.5
Cancer_Deaths,51043,208.8
Cancer_Deaths,51045,251.3
Cancer_Deaths,51045,174.0
Cancer_Deaths,51047,198.8
Cancer_Deaths,51047,193.6
Cancer_Deaths,51049,239.4
Cancer_Deaths,51049,172.5
Cancer_Deaths,51051,311.2
Cancer_Deaths,51051,235.4
Cancer_Deaths,51053,213.6
Cancer_Deaths,51053,180.9
Cancer_Deaths,51057,291.1
Cancer_Deaths,51057,202.2
Cancer_Deaths,51059,111.0
