Indicator Type,County,Value
Cancer_Deaths,51045,217.1
Cancer_Deaths,51045,175.2
Cancer_Deaths,51047,186.8
Cancer_Deaths,51047,197.8
Cancer_Deaths,51049,244.4
Cancer_Deaths,51049,205.3
Cancer_Deaths,51051,257.4
Cancer_Deaths,51051,203.2
Cancer_Deaths,51053,248.9
Cancer_Deaths,51053,240.3
Cancer_Deaths,51057,243.6
Cancer_Deaths,51057,175.9
Cancer_Deaths,51059,117.0
Cancer_Deaths,51059,141.0
Cancer_Deaths,51061,181.9
Cancer_Deaths,51061,179.5
Cancer_Deaths,51063,212.3
Cancer_Deaths,51063,162.9
Cancer_Deaths,51065,199.0
Cancer_Deaths,51065,181.5
Cancer_Deaths,51067,222.6
Cancer_Deaths,51067,176.3
Cancer_Deaths,51069,187.3
Cancer_Deaths,51069,191.3
Cancer_Deaths,51071,297.6
Cancer_Deaths,51071,223.3
Cancer_Deaths,51073,237.2
Cancer_Deaths,51073,211.8
Cancer_Deaths,51075,193.6
Cancer_Deaths,51075,166.7
Cancer_Deaths,51077,278.9
Cancer_Deaths,51077,186.5
Cancer_Deaths,51079,159.4
Cancer_Deaths,51079,160.9
Cancer_Deaths,51081,212.4
Cancer_Deaths,51081,208.4
Cancer_Deaths,51083,275.2
Cancer_Deaths,51083,194.2
Cancer_Deaths,51085,184.0
Cancer_Deaths,51085,179.9
Cancer_Deaths,51087,180.9
Cancer_Deaths,51087,176.8
Cancer_Deaths,51089,270.4
Cancer_Deaths,51089,196.3
Cancer_Deaths,51091,247.3
Cancer_Deaths,51091,146.1
Cancer_Deaths,51093,213.9
Cancer_Deaths,51093,193.4
Cancer_Deaths,51095,209.8
Cancer_Deaths,51095,145.2
Cancer_Deaths,51097,307.6
Cancer_Deaths,51097,231.3
Cancer_Deaths,51099,170.6
Cancer_Deaths,51099,203.1
Cancer_Deaths,51101,221.6
Cancer_Deaths,51101,225.0
Cancer_Deaths,51103,429.3
Cancer_Deaths,51103,204.0
Cancer_Deaths,51105,270.6
Cancer_Deaths,51105,218.1
Cancer_Deaths,51107,86.5
Cancer_Deaths,51107,152.6
Cancer_Deaths,51109,238.3
Cancer_Deaths,51109,210.5
Cancer_Deaths,51111,275.6
Cancer_Deaths,51111,208.3
Cancer_Deaths,51113,231.5
Cancer_Deaths,51113,176.0
Cancer_Deaths,51115,313.2
Cancer_Deaths,51115,178.9
Cancer_Deaths,51117,296.2
Cancer_Deaths,51117,201.4
Cancer_Deaths,51119,368.7
Cancer_Deaths,51119,217.2
Cancer_Deaths,51121,123.9
Cancer_Deaths,51121,159.7
Cancer_Deaths,51125,282.2
Cancer_Deaths,51125,196.3
Cancer_Deaths,51127,176.3
Cancer_Deaths,51127,191.4
Cancer_Deaths,51131,379.5
Cancer_Deaths,51131,231.7
Cancer_Deaths,51133,362.9
Cancer_Deaths,51133,190.0
Cancer_Deaths,51135,255.5
Cancer_Deaths,51135,196.9
Cancer_Deaths,51137,264.8
Cancer_Deaths,51137,206.9
Cancer_Deaths,51139,231.2
Cancer_Deaths,51139,179.5
Cancer_Deaths,51141,273.6
Cancer_Deaths,51141,186.4
Cancer_Deaths,51143,240.9
Cancer_Deaths,51143,189.1
Cancer_Deaths,51145,170.7
Cancer_Deaths,51145,186.2
Cancer_Deaths,51147,195.4
Cancer_Deaths,51147,183.4
Cancer_Deaths,51149,155.1
Cancer_Deaths,51149,193.0
Cancer_Deaths,51153,101.9
Cancer_Deaths,51153,172.2
Cancer_Deaths,51155,267.8
Cancer_Deaths,51155,202.0
Cancer_Deaths,51157,189.8
Cancer_Deaths,51157,137.9
Cancer_Deaths,51159,274.7
Cancer_Deaths,51159,201.0
Cancer_Deaths,51161,209.6
Cancer_Deaths,51161,159.5
Cancer_Deaths,51163,240.7
Cancer_Deaths,51163,167.5
Cancer_Deaths,51165,201.8
Cancer_Deaths,51165,169.2
Cancer_Deaths,51167,264.1
Cancer_Deaths,51167,213.4
Cancer_Deaths,51169,279.1
Cancer_Deaths,51169,195.6
Cancer_Deaths,51171,266.3
Cancer_Deaths,51171,192.8
Cancer_Deaths,51173,276.7
Cancer_Deaths,51173,204.9
Cancer_Deaths,51175,250.8
Cancer_Deaths,51175,211.3
Cancer_Deaths,51177,144.8
Cancer_Deaths,51177,181.5
Cancer_Deaths,51179,120.0
Cancer_Deaths,51179,194.5
Cancer_Deaths,51181,231.5
Cancer_Deaths,51181,181.3
Cancer_Deaths,51183,268.5
Cancer_Deaths,51183,234.7
Cancer_Deaths,51185,265.2
Cancer_Deaths,51185,201.3
Cancer_Deaths,51187,222.5
Cancer_Deaths,51187,216.3
Cancer_Deaths,51191,236.2
Cancer_Deaths,51191,181.7
Cancer_Deaths,51193,300.7
Cancer_Deaths,51193,203.1
Cancer_Deaths,51195,260.1
Cancer_Deaths,51195,233.4
Cancer_Deaths,51197,253.9
Cancer_Deaths,51197,195.1
Cancer_Deaths,51199,162.5
Cancer_Deaths,51199,176.3
Cancer_Deaths,51510,133.6
Cancer_Deaths,51510,157.0
Cancer_Deaths,51515,285.5
Cancer_Deaths,51515,166.7
Cancer_Deaths,51520,301.6
Cancer_Deaths,51520,210.5
Cancer_Deaths,51530,255.5
Cancer_Deaths,51530,207.7
Cancer_Deaths,51540,155.0
Cancer_Deaths,51540,190.8
Cancer_Deaths,51550,176.9
Cancer_Deaths,51550,206.8
Cancer_Deaths,51570,293.2
Cancer_Deaths,51570,202.3
Cancer_Deaths,51580,296.2
Cancer_Deaths,51580,202.1
Cancer_Deaths,51590,283.1
Cancer_Deaths,51590,190.5
Cancer_Deaths,51595,260.1
Cancer_Deaths,51595,188.8
Cancer_Deaths,51600,232.3
Cancer_Deaths,51600,205.4
Cancer_Deaths,51610,190.5
Cancer_Deaths,51610,182.8
Cancer_Deaths,51620,308.9
Cancer_Deaths,51620,231.0
Cancer_Deaths,51630,212.1
Cancer_Deaths,51630,241.5
Cancer_Deaths,51640,243.9
Cancer_Deaths,51640,165.3
Cancer_Deaths,51650,190.7
Cancer_Deaths,51650,201.2
Cancer_Deaths,51660,107.9
Cancer_Deaths,51660,154.4
Cancer_Deaths,51670,282.1
Cancer_Deaths,51670,246.9
Cancer_Deaths,51678,155.1
Cancer_Deaths,51678,133.2
Cancer_Deaths,51680,215.1
Cancer_Deaths,51680,187.4
Cancer_Deaths,51683,128.8
Cancer_Deaths,51683,203.1
Cancer_Deaths,51685,84.4
Cancer_Deaths,51685,171.0
Cancer_Deaths,51690,293.9
Cancer_Deaths,51690,194.0
Cancer_Deaths,51700,178.9
Cancer_Deaths,51700,204.7
Cancer_Deaths,51710,175.2
Cancer_Deaths,51710,214.0
Cancer_Deaths,51720,213.3
Cancer_Deaths,51720,175.8
Cancer_Deaths,51730,301.4
Cancer_Deaths,51730,252.3
Cancer_Deaths,51735,185.9
Cancer_Deaths,51735,170.8
Cancer_Deaths,51740,247.2
Cancer_Deaths,51740,230.7
Cancer_Deaths,51750,151.5
Cancer_Deaths,51750,220.5
Cancer_Deaths,51760,216.6
Cancer_Deaths,51760,224.8
Cancer_Deaths,51770,247.5
Cancer_Deaths,51770,204.5
Cancer_Deaths,51775,270.7
Cancer_Deaths,51775,203.9
Cancer_Deaths,51790,266.7
Cancer_Deaths,51790,183.6
Cancer_Deaths,51800,204.1
Cancer_Deaths,51800,219.5
Cancer_Deaths,51810,149.2
Cancer_Deaths,51810,175.1
Cancer_Deaths,51820,290.6
Cancer_Deaths,51820,219.2
Cancer_Deaths,51830,169.9
Cancer_Deaths,51830,183.8
Cancer_Deaths,51840,250.3
Cancer_Deaths,51840,221.8
Cancer_Deaths,51001,308.9
Cancer_Deaths,51001,226.2
Cancer_Deaths,51003,176.3
Cancer_Deaths,51003,162.2
Cancer_Deaths,51005,317.2
Cancer_Deaths,51005,219.8
Cancer_Deaths,51007,241.0
Cancer_Deaths,51007,206.1
Cancer_Deaths,51009,250.9
Cancer_Deaths,51009,207.4
Cancer_Deaths,51011,242.2
Cancer_Deaths,51011,192.8
Cancer_Deaths,51013,124.9
Cancer_Deaths,51013,155.5
Cancer_Deaths,51015,218.1
Cancer_Deaths,51015,185.9
Cancer_Deaths,51017,303.1
Cancer_Deaths,51017,206.9
Cancer_Deaths,51019,210.4
Cancer_Deaths,51019,180.2
Cancer_Deaths,51021,254.9
Cancer_Deaths,51021,192.1
Cancer_Deaths,51023,203.9
Cancer_Deaths,51023,172.2
Cancer_Deaths,51025,266.8
Cancer_Deaths,51025,224.6
Cancer_Deaths,51027,226.0
Cancer_Deaths,51027,190.2
Cancer_Deaths,51029,251.1
Cancer_Deaths,51029,224.9
Cancer_Deaths,51031,224.6
Cancer_Deaths,51031,192.8
Cancer_Deaths,51033,223.4
Cancer_Deaths,51033,212.9
Cancer_Deaths,51035,266.9
Cancer_Deaths,51035,194.0
Cancer_Deaths,51036,280.3
Cancer_Deaths,51036,230.4
Cancer_Deaths,51037,265.1
Cancer_Deaths,51037,195.0
Cancer_Deaths,51041,152.5
Cancer_Deaths,51041,183.1
Cancer_Deaths,51043,221.3
Cancer_Deaths,51043,178.6
Cancer_Deaths,51045,219.2
Cancer_Deaths,51045,180.8
Cancer_Deaths,51047,184.0
Cancer_Deaths,51047,193.9
Cancer_Deaths,51049,253.3
Cancer_Deaths,51049,212.4
Cancer_Deaths,51051,249.0
Cancer_Deaths,51051,202.1
Cancer_Deaths,51053,244.4
Cancer_Deaths,51053,236.1
Cancer_Deaths,51057,266.8
Cancer_Deaths,51057,196.5
Cancer_Deaths,51059,117.3
Cancer_Deaths,51059,143.8
Cancer_Deaths,51061,185.4
Cancer_Deaths,51061,186.8
Cancer_Deaths,51063,216.4
Cancer_Deaths,51063,165.5
Cancer_Deaths,51065,194.3
Cancer_Deaths,51065,180.6
Cancer_Deaths,51067,215.1
Cancer_Deaths,51067,172.7
Cancer_Deaths,51069,190.9
Cancer_Deaths,51069,197.0
Cancer_Deaths,51071,298.4
Cancer_Deaths,51071,225.5
Cancer_Deaths,51073,238.1
Cancer_Deaths,51073,217.1
Cancer_Deaths,51075,193.7
Cancer_Deaths,51075,171.3
Cancer_Deaths,51077,308.9
Cancer_Deaths,51077,209.2
Cancer_Deaths,51079,165.5
Cancer_Deaths,51079,173.4
Cancer_Deaths,51081,205.9
Cancer_Deaths,51081,209.3
Cancer_Deaths,51083,278.3
Cancer_Deaths,51083,199.4
Cancer_Deaths,51085,181.6
Cancer_Deaths,51085,181.1
Cancer_Deaths,51087,183.4
Cancer_Deaths,51087,180.4
Cancer_Deaths,51089,260.7
Cancer_Deaths,51089,194.3
Cancer_Deaths,51091,257.9
Cancer_Deaths,51091,149.1
Cancer_Deaths,51093,216.9
Cancer_Deaths,51093,197.5
Cancer_Deaths,51095,224.3
Cancer_Deaths,51095,158.7
Cancer_Deaths,51097,307.8
Cancer_Deaths,51097,232.4
Cancer_Deaths,51099,165.3
Cancer_Deaths,51099,198.6
Cancer_Deaths,51101,228.8
Cancer_Deaths,51101,232.6
Cancer_Deaths,51103,435.6
Cancer_Deaths,51103,206.8
Cancer_Deaths,51105,278.7
Cancer_Deaths,51105,226.5
Cancer_Deaths,51107,86.4
Cancer_Deaths,51107,154.8
Cancer_Deaths,51109,226.8
Cancer_Deaths,51109,203.6
Cancer_Deaths,51111,277.0
Cancer_Deaths,51111,211.4
Cancer_Deaths,51113,217.8
Cancer_Deaths,51113,168.6
Cancer_Deaths,51115,318.4
Cancer_Deaths,51115,182.5
Cancer_Deaths,51117,290.6
Cancer_Deaths,51117,200.6
Cancer_Deaths,51119,340.3
Cancer_Deaths,51119,201.5
Cancer_Deaths,51121,124.1
Cancer_Deaths,51121,162.7
Cancer_Deaths,51125,277.4
Cancer_Deaths,51125,198.0
Cancer_Deaths,51127,181.4
Cancer_Deaths,51127,195.3
Cancer_Deaths,51131,381.0
Cancer_Deaths,51131,234.8
Cancer_Deaths,51133,335.6
Cancer_Deaths,51133,178.1
Cancer_Deaths,51135,262.7
Cancer_Deaths,51135,203.3
Cancer_Deaths,51137,271.3
Cancer_Deaths,51137,211.5
Cancer_Deaths,51139,234.9
Cancer_Deaths,51139,183.9
Cancer_Deaths,51141,261.1
Cancer_Deaths,51141,180.7
Cancer_Deaths,51143,236.4
Cancer_Deaths,51143,189.2
Cancer_Deaths,51145,176.5
Cancer_Deaths,51145,202.5
Cancer_Deaths,51147,198.1
Cancer_Deaths,51147,187.4
Cancer_Deaths,51149,144.3
Cancer_Deaths,51149,184.7
Cancer_Deaths,51153,101.1
Cancer_Deaths,51153,173.8
Cancer_Deaths,51155,260.3
Cancer_Deaths,51155,198.6
Cancer_Deaths,51157,214.1
Cancer_Deaths,51157,158.5
Cancer_Deaths,51159,266.5
Cancer_Deaths,51159,193.8
Cancer_Deaths,51161,212.1
Cancer_Deaths,51161,163.3
Cancer_Deaths,51163,243.6
Cancer_Deaths,51163,172.4
Cancer_Deaths,51165,202.2
Cancer_Deaths,51165,171.8
Cancer_Deaths,51167,254.0
Cancer_Deaths,51167,209.6
Cancer_Deaths,51169,275.9
Cancer_Deaths,51169,196.1
Cancer_Deaths,51171,266.9
Cancer_Deaths,51171,194.9
Cancer_Deaths,51173,273.8
Cancer_Deaths,51173,204.0
Cancer_Deaths,51175,243.9
Cancer_Deaths,51175,205.9
Cancer_Deaths,51177,144.5
Cancer_Deaths,51177,183.3
Cancer_Deaths,51179,120.7
Cancer_Deaths,51179,199.0
Cancer_Deaths,51181,244.0
Cancer_Deaths,51181,197.6
Cancer_Deaths,51183,260.2
Cancer_Deaths,51183,229.8
Cancer_Deaths,51185,268.8
Cancer_Deaths,51185,206.5
Cancer_Deaths,51187,214.6
Cancer_Deaths,51187,210.0
Cancer_Deaths,51191,238.3
Cancer_Deaths,51191,185.8
Cancer_Deaths,51193,309.6
Cancer_Deaths,51193,211.7
Cancer_Deaths,51195,251.7
Cancer_Deaths,51195,227.0
Cancer_Deaths,51197,248.1
Cancer_Deaths,51197,193.3
Cancer_Deaths,51199,164.9
Cancer_Deaths,51199,183.1
Cancer_Deaths,51510,136.3
Cancer_Deaths,51510,161.9
Cancer_Deaths,51515,291.3
Cancer_Deaths,51515,170.7
Cancer_Deaths,51520,326.3
Cancer_Deaths,51520,225.9
Cancer_Deaths,51530,271.5
Cancer_Deaths,51530,219.9
Cancer_Deaths,51540,156.6
Cancer_Deaths,51540,190.2
Cancer_Deaths,51550,173.4
Cancer_Deaths,51550,206.4
Cancer_Deaths,51570,292.6
Cancer_Deaths,51570,204.3
Cancer_Deaths,51580,282.6
Cancer_Deaths,51580,197.2
Cancer_Deaths,51590,292.9
Cancer_Deaths,51590,199.8
Cancer_Deaths,51595,278.7
Cancer_Deaths,51595,204.7
Cancer_Deaths,51600,260.0
Cancer_Deaths,51600,231.1
Cancer_Deaths,51610,203.0
Cancer_Deaths,51610,192.8
Cancer_Deaths,51620,308.4
Cancer_Deaths,51620,230.8
Cancer_Deaths,51630,215.0
Cancer_Deaths,51630,241.7
Cancer_Deaths,51640,243.9
Cancer_Deaths,51640,164.2
Cancer_Deaths,51650,194.3
Cancer_Deaths,51650,208.2
Cancer_Deaths,51660,107.7
Cancer_Deaths,51660,152.2
Cancer_Deaths,51670,286.4
Cancer_Deaths,51670,251.8
Cancer_Deaths,51678,169.5
Cancer_Deaths,51678,145.5
Cancer_Deaths,51680,219.5
Cancer_Deaths,51680,188.9
Cancer_Deaths,51683,126.9
Cancer_Deaths,51683,205.8
Cancer_Deaths,51685,84.8
Cancer_Deaths,51685,161.2
Cancer_Deaths,51690,289.9
Cancer_Deaths,51690,193.2
Cancer_Deaths,51700,178.2
Cancer_Deaths,51700,207.0
Cancer_Deaths,51710,178.0
Cancer_Deaths,51710,217.6
Cancer_Deaths,51720,255.4
Cancer_Deaths,51720,213.7
Cancer_Deaths,51730,304.2
Cancer_Deaths,51730,255.0
Cancer_Deaths,51735,194.5
Cancer_Deaths,51735,181.0
Cancer_Deaths,51740,250.0
Cancer_Deaths,51740,234.0
Cancer_Deaths,51750,151.9
Cancer_Deaths,51750,219.3
Cancer_Deaths,51760,220.5
Cancer_Deaths,51760,228.0
Cancer_Deaths,51770,250.3
Cancer_Deaths,51770,206.6
Cancer_Deaths,51775,259.9
Cancer_Deaths,51775,197.6
Cancer_Deaths,51790,273.3
Cancer_Deaths,51790,188.8
Cancer_Deaths,51800,203.0
Cancer_Deaths,51800,220.3
Cancer_Deaths,51810,150.0
Cancer_Deaths,51810,180.6
Cancer_Deaths,51820,280.4
Cancer_Deaths,51820,212.6
Cancer_Deaths,51830,190.8
Cancer_Deaths,51830,209.8
Cancer_Deaths,51840,242.6
Cancer_Deaths,51840,215.2
Cancer_Deaths,51001,329.7
Cancer_Deaths,51003,181.3
Cancer_Deaths,51005,359.7
Cancer_Deaths,51007,175.1
Cancer_Deaths,51009,243.0
Cancer_Deaths,51011,263.6
Cancer_Deaths,51013,103.9
Cancer_Deaths,51015,220.2
Cancer_Deaths,51017,
Cancer_Deaths,51019,245.6
Cancer_Deaths,51021,
Cancer_Deaths,51023,191.2
Cancer_Deaths,51025,269.8
Cancer_Deaths,51027,225.7
Cancer_Deaths,51029,190.3
Cancer_Deaths,51031,269.2
Cancer_Deaths,51033,210.6
Cancer_Deaths,51035,316.0
Cancer_Deaths,51036,290.4
Cancer_Deaths,51037,260.8
Cancer_Deaths,51041,150.1
Cancer_Deaths,51043,191.6
Cancer_Deaths,51045,
Cancer_Deaths,51047,201.9
Cancer_Deaths,51049,284.3
Cancer_Deaths,51051,211.5
Cancer_Deaths,51053,231.1
Cancer_Deaths,51057,283.9
Cancer_Deaths,51059,117.4
Cancer_Deaths,51061,176.6
Cancer_Deaths,51063,192.0
Cancer_Deaths,51065,212.1
Cancer_Deaths,51067,222.5
Cancer_Deaths,51069,184.1
Cancer_Deaths,51071,267.9
Cancer_Deaths,51073,202.0
Cancer_Deaths,51075,192.6
Cancer_Deaths,51077,276.1
Cancer_Deaths,51079,154.4
Cancer_Deaths,51081,180.2
Cancer_Deaths,51083,277.9
Cancer_Deaths,51085,175.0
Cancer_Deaths,51087,179.5
Cancer_Deaths,51089,277.8
Cancer_Deaths,51091,
Cancer_Deaths,51093,188.8
Cancer_Deaths,51095,212.6
Cancer_Deaths,51097,347.0
Cancer_Deaths,51099,156.5
Cancer_Deaths,51101,262.8
Cancer_Deaths,51103,461.6
Cancer_Deaths,51105,216.0
Cancer_Deaths,51107,81.0
Cancer_Deaths,51109,237.1
Cancer_Deaths,51111,270.6
Cancer_Deaths,51113,195.0
Cancer_Deaths,51115,221.2
Cancer_Deaths,51117,279.5
Cancer_Deaths,51119,370.2
Cancer_Deaths,51121,114.3
Cancer_Deaths,51125,272.4
Cancer_Deaths,51127,191.8
Cancer_Deaths,51131,333.7
Cancer_Deaths,51133,256.1
Cancer_Deaths,51135,195.6
Cancer_Deaths,51137,226.7
Cancer_Deaths,51139,214.8
Cancer_Deaths,51141,299.8
Cancer_Deaths,51143,258.4
Cancer_Deaths,51145,173.0
Cancer_Deaths,51147,191.6
Cancer_Deaths,51149,148.3
Cancer_Deaths,51153,101.7
Cancer_Deaths,51155,273.9
Cancer_Deaths,51157,
Cancer_Deaths,51159,298.3
Cancer_Deaths,51161,200.6
Cancer_Deaths,51163,259.4
Cancer_Deaths,51165,221.1
Cancer_Deaths,51167,235.9
Cancer_Deaths,51169,288.3
Cancer_Deaths,51171,282.8
Cancer_Deaths,51173,219.2
Cancer_Deaths,51175,267.3
Cancer_Deaths,51177,150.6
Cancer_Deaths,51179,129.5
Cancer_Deaths,51181,325.7
Cancer_Deaths,51183,253.8
Cancer_Deaths,51185,306.5
Cancer_Deaths,51187,257.7
Cancer_Deaths,51191,211.1
Cancer_Deaths,51193,329.4
Cancer_Deaths,51195,267.5
Cancer_Deaths,51197,274.7
Cancer_Deaths,51199,135.5
Cancer_Deaths,51510,145.9
Cancer_Deaths,51515,439.0
Cancer_Deaths,51520,306.3
Cancer_Deaths,51530,
Cancer_Deaths,51540,156.7
Cancer_Deaths,51550,183.6
Cancer_Deaths,51570,276.1
Cancer_Deaths,51580,
Cancer_Deaths,51590,292.5
Cancer_Deaths,51595,
Cancer_Deaths,51600,235.2
Cancer_Deaths,51610,178.3
Cancer_Deaths,51620,316.2
Cancer_Deaths,51630,193.3
Cancer_Deaths,51640,
Cancer_Deaths,51650,213.0
Cancer_Deaths,51660,114.2
Cancer_Deaths,51670,270.2
Cancer_Deaths,51678,
Cancer_Deaths,51680,218.9
Cancer_Deaths,51683,146.3
Cancer_Deaths,51685,
Cancer_Deaths,51690,306.3
Cancer_Deaths,51700,167.7
Cancer_Deaths,51710,153.4
Cancer_Deaths,51720,
Cancer_Deaths,51730,331.1
Cancer_Deaths,51735,214.8
Cancer_Deaths,51740,253.6
Cancer_Deaths,51750,159.5
Cancer_Deaths,51760,203.2
Cancer_Deaths,51770,242.1
Cancer_Deaths,51775,255.3
Cancer_Deaths,51790,246.4
Cancer_Deaths,51800,214.3
Cancer_Deaths,51810,149.3
Cancer_Deaths,51820,277.2
Cancer_Deaths,51830,
Cancer_Deaths,51840,257.7
Cancer_Deaths,51001,315.3
Cancer_Deaths,51001,225.0
Cancer_Deaths,51003,190.6
Cancer_Deaths,51003,172.6
Cancer_Deaths,51005,325.3
Cancer_Deaths,51005,221.2
Cancer_Deaths,51007,260.3
Cancer_Deaths,51007,222.1
Cancer_Deaths,51009,255.1
Cancer_Deaths,51009,209.2
Cancer_Deaths,51011,269.4
Cancer_Deaths,51011,212.3
Cancer_Deaths,51013,120.6
Cancer_Deaths,51013,150.3
Cancer_Deaths,51015,216.9
Cancer_Deaths,51015,181.4
Cancer_Deaths,51017,304.8
Cancer_Deaths,51017,208.3
Cancer_Deaths,51019,226.0
Cancer_Deaths,51019,190.9
Cancer_Deaths,51021,246.5
Cancer_Deaths,51021,181.8
Cancer_Deaths,51023,209.9
Cancer_Deaths,51023,175.4
Cancer_Deaths,51025,259.2
Cancer_Deaths,51025,220.6
Cancer_Deaths,51027,221.5
Cancer_Deaths,51027,181.0
Cancer_Deaths,51029,225.5
Cancer_Deaths,51029,196.1
Cancer_Deaths,51031,232.2
Cancer_Deaths,51031,195.0
Cancer_Deaths,51033,223.5
Cancer_Deaths,51033,216.0
Cancer_Deaths,51035,269.2
Cancer_Deaths,51035,189.9
Cancer_Deaths,51036,274.0
Cancer_Deaths,51036,215.7
Cancer_Deaths,51037,262.7
Cancer_Deaths,51037,189.2
Cancer_Deaths,51041,151.6
Cancer_Deaths,51041,179.7
Cancer_Deaths,51043,219.0
Cancer_Deaths,51043,174.4
Cancer_Deaths,51045,212.4
Cancer_Deaths,51045,177.2
Cancer_Deaths,51047,204.9
Cancer_Deaths,51047,219.3
Cancer_Deaths,51049,253.4
Cancer_Deaths,51049,211.0
Cancer_Deaths,51051,243.7
Cancer_Deaths,51051,193.5
Cancer_Deaths,51053,249.5
Cancer_Deaths,51053,239.6
Cancer_Deaths,51057,282.3
Cancer_Deaths,51057,202.6
Cancer_Deaths,51059,118.0
Cancer_Deaths,51059,142.1
Cancer_Deaths,51061,167.3
Cancer_Deaths,51061,166.3
Cancer_Deaths,51063,223.8
Cancer_Deaths,51063,172.9
Cancer_Deaths,51065,198.1
Cancer_Deaths,51065,181.7
Cancer_Deaths,51067,217.5
Cancer_Deaths,51067,170.4
Cancer_Deaths,51069,187.7
Cancer_Deaths,51069,191.8
Cancer_Deaths,51071,310.9
Cancer_Deaths,51071,231.3
Cancer_Deaths,51073,232.3
Cancer_Deaths,51073,207.9
Cancer_Deaths,51075,192.5
Cancer_Deaths,51075,169.1
Cancer_Deaths,51077,268.2
Cancer_Deaths,51077,180.1
Cancer_Deaths,51079,148.9
Cancer_Deaths,51079,146.4
Cancer_Deaths,51081,225.3
Cancer_Deaths,51081,219.6
Cancer_Deaths,51083,291.6
Cancer_Deaths,51083,205.6
Cancer_Deaths,51085,185.0
Cancer_Deaths,51085,180.7
Cancer_Deaths,51087,182.4
Cancer_Deaths,51087,178.1
Cancer_Deaths,51089,260.5
Cancer_Deaths,51089,189.9
Cancer_Deaths,51091,273.7
Cancer_Deaths,51091,166.4
Cancer_Deaths,51093,215.0
Cancer_Deaths,51093,196.7
Cancer_Deaths,51095,208.4
Cancer_Deaths,51095,144.3
Cancer_Deaths,51097,308.0
Cancer_Deaths,51097,231.6
Cancer_Deaths,51099,179.2
Cancer_Deaths,51099,218.4
Cancer_Deaths,51101,229.4
Cancer_Deaths,51101,238.5
Cancer_Deaths,51103,390.1
Cancer_Deaths,51103,182.4
Cancer_Deaths,51105,250.0
Cancer_Deaths,51105,199.9
Cancer_Deaths,51107,83.7
Cancer_Deaths,51107,147.9
Cancer_Deaths,51109,244.9
Cancer_Deaths,51109,219.0
Cancer_Deaths,51111,253.7
Cancer_Deaths,51111,190.6
Cancer_Deaths,51113,247.2
Cancer_Deaths,51113,188.2
Cancer_Deaths,51115,266.1
Cancer_Deaths,51115,152.0
Cancer_Deaths,51117,286.6
Cancer_Deaths,51117,198.7
Cancer_Deaths,51119,365.3
Cancer_Deaths,51119,217.3
Cancer_Deaths,51121,122.5
Cancer_Deaths,51121,158.0
Cancer_Deaths,51125,296.5
Cancer_Deaths,51125,202.4
Cancer_Deaths,51127,170.3
Cancer_Deaths,51127,181.6
Cancer_Deaths,51131,328.9
Cancer_Deaths,51131,203.5
Cancer_Deaths,51133,331.6
Cancer_Deaths,51133,171.0
Cancer_Deaths,51135,251.2
Cancer_Deaths,51135,191.8
Cancer_Deaths,51137,245.9
Cancer_Deaths,51137,194.2
Cancer_Deaths,51139,229.0
Cancer_Deaths,51139,176.2
Cancer_Deaths,51141,297.2
Cancer_Deaths,51141,201.3
Cancer_Deaths,51143,231.4
Cancer_Deaths,51143,180.8
Cancer_Deaths,51145,166.8
Cancer_Deaths,51145,180.9
Cancer_Deaths,51147,198.6
Cancer_Deaths,51147,188.4
Cancer_Deaths,51149,147.9
Cancer_Deaths,51149,189.4
Cancer_Deaths,51153,102.5
Cancer_Deaths,51153,175.4
Cancer_Deaths,51155,274.3
Cancer_Deaths,51155,206.5
Cancer_Deaths,51157,184.9
Cancer_Deaths,51157,140.8
Cancer_Deaths,51159,298.5
Cancer_Deaths,51159,217.1
Cancer_Deaths,51161,209.6
Cancer_Deaths,51161,160.6
Cancer_Deaths,51163,233.0
Cancer_Deaths,51163,164.7
Cancer_Deaths,51165,203.7
Cancer_Deaths,51165,170.6
Cancer_Deaths,51167,244.4
Cancer_Deaths,51167,198.2
Cancer_Deaths,51169,265.0
Cancer_Deaths,51169,186.6
Cancer_Deaths,51171,259.8
Cancer_Deaths,51171,188.3
Cancer_Deaths,51173,265.7
Cancer_Deaths,51173,199.3
Cancer_Deaths,51175,244.1
Cancer_Deaths,51175,211.7
Cancer_Deaths,51177,143.3
Cancer_Deaths,51177,179.5
Cancer_Deaths,51179,123.2
Cancer_Deaths,51179,196.8
Cancer_Deaths,51181,241.8
Cancer_Deaths,51181,191.2
Cancer_Deaths,51183,273.2
Cancer_Deaths,51183,241.0
Cancer_Deaths,51185,269.1
Cancer_Deaths,51185,204.0
Cancer_Deaths,51187,229.4
Cancer_Deaths,51187,224.0
Cancer_Deaths,51191,239.5
Cancer_Deaths,51191,184.9
Cancer_Deaths,51193,302.3
Cancer_Deaths,51193,203.2
Cancer_Deaths,51195,260.9
Cancer_Deaths,51195,234.3
Cancer_Deaths,51197,229.9
Cancer_Deaths,51197,178.4
Cancer_Deaths,51199,164.3
Cancer_Deaths,51199,179.4
Cancer_Deaths,51510,139.6
Cancer_Deaths,51510,165.1
Cancer_Deaths,51515,314.1
Cancer_Deaths,51515,182.8
Cancer_Deaths,51520,297.0
Cancer_Deaths,51520,208.4
Cancer_Deaths,51530,250.5
Cancer_Deaths,51530,204.6
Cancer_Deaths,51540,153.9
